-0.297333	-0.408936	-0.459595	-0.459259	
-0.298126	-0.407990	-0.460754	-0.466888	
-0.300720	-0.406433	-0.460052	-0.467438	
-0.298126	-0.407562	-0.458405	-0.464844	
-0.298676	-0.407623	-0.457794	-0.458191	
-0.298553	-0.407349	-0.459839	-0.459961	
-0.297791	-0.407562	-0.457306	-0.459747	
-0.299164	-0.416534	-0.453949	-0.458679	
-0.299500	-0.407501	-0.459198	-0.460846	
-0.299591	-0.407166	-0.460052	-0.459137	
-0.298950	-0.407806	-0.459473	-0.460327	
-0.298248	-0.408752	-0.458862	-0.458496	
-0.298553	-0.408966	-0.457794	-0.460144	
-0.298035	-0.415253	-0.461609	-0.462860	
-0.297760	-0.409241	-0.460297	-0.467102	
-0.298309	-0.407593	-0.459259	-0.457733	
-0.299042	-0.408295	-0.459656	-0.459839	
-0.298370	-0.408875	-0.459473	-0.459106	
-0.299500	-0.408752	-0.457001	-0.458282	
-0.298706	-0.408112	-0.467743	-0.453461	
-0.299591	-0.415070	-0.454590	-0.466370	
-0.291595	-0.414062	-0.459595	-0.458374	
-0.298096	-0.406677	-0.460663	-0.458557	
-0.297699	-0.408325	-0.458862	-0.459778	
-0.299194	-0.408051	-0.457672	-0.459473	
-0.298798	-0.408112	-0.459351	-0.459351	
-0.297485	-0.406830	-0.458679	-0.459442	
-0.298004	-0.407349	-0.458832	-0.459839	
-0.299316	-0.407867	-0.459503	-0.460602	
-0.300629	-0.407776	-0.460266	-0.459076	
-0.298462	-0.406372	-0.466644	-0.453369	
-0.298218	-0.408020	-0.460876	-0.456848	
-0.297791	-0.407318	-0.457458	-0.456787	
-0.297211	-0.406555	-0.458771	-0.466400	
-0.292419	-0.413422	-0.457703	-0.458496	
-0.290283	-0.421204	-0.453247	-0.457092	
-0.290070	-0.413696	-0.457611	-0.459869	
-0.298950	-0.406525	-0.456940	-0.459198	
-0.297638	-0.406921	-0.457520	-0.456238	
-0.297668	-0.414246	-0.454041	-0.459106	
-0.289856	-0.413849	-0.458832	-0.459229	
-0.298340	-0.407654	-0.459106	-0.459229	
-0.297882	-0.408783	-0.456879	-0.458099	
-0.298706	-0.406921	-0.458344	-0.458130	
-0.298676	-0.406952	-0.467712	-0.453644	
-0.290070	-0.413635	-0.457855	-0.460327	
-0.290283	-0.413513	-0.460419	-0.459656	
-0.298492	-0.406708	-0.466705	-0.453278	
-0.298828	-0.407013	-0.457458	-0.459473	
-0.298035	-0.407288	-0.458801	-0.460358	
-0.298828	-0.407318	-0.456848	-0.459198	
-0.297333	-0.415161	-0.453217	-0.460297	
-0.289398	-0.414001	-0.457916	-0.459137	
-0.297272	-0.406342	-0.466339	-0.455414	
-0.297821	-0.406891	-0.457489	-0.458405	
-0.297028	-0.406586	-0.459106	-0.459778	
-0.289337	-0.413757	-0.457550	-0.458893	
-0.298737	-0.414459	-0.453186	-0.458862	
-0.291718	-0.413879	-0.459717	-0.459503	
-0.296783	-0.413757	-0.458923	-0.459351	
-0.289612	-0.413147	-0.466187	-0.453308	
-0.296173	-0.414032	-0.460388	-0.457458	
-0.290558	-0.413269	-0.456207	-0.457275	
-0.296906	-0.406342	-0.459106	-0.458282	
-0.290070	-0.413696	-0.458710	-0.458221	
-0.296844	-0.413300	-0.457825	-0.457123	
-0.290161	-0.413208	-0.457611	-0.457275	
-0.296631	-0.413269	-0.457031	-0.457336	
-0.289276	-0.413422	-0.457123	-0.459320	
-0.296875	-0.413361	-0.457581	-0.458191	
-0.289124	-0.412842	-0.457275	-0.457092	
-0.289459	-0.413422	-0.458191	-0.457397	
-0.289124	-0.413818	-0.457520	-0.457428	
-0.289642	-0.412720	-0.457336	-0.458801	
-0.289520	-0.412476	-0.456970	-0.456238	
-0.296326	-0.413452	-0.456757	-0.458588	
-0.296204	-0.412994	-0.456787	-0.458435	
-0.296295	-0.412842	-0.456512	-0.460144	
-0.296814	-0.413788	-0.457825	-0.457703	
-0.296844	-0.412781	-0.456909	-0.457428	
-0.296326	-0.412964	-0.455658	-0.458405	
-0.296478	-0.413177	-0.457642	-0.458588	
-0.289703	-0.413544	-0.456482	-0.460297	
-0.296844	-0.412628	-0.455200	-0.458496	
-0.289215	-0.413269	-0.457550	-0.456696	
-0.290070	-0.412994	-0.456879	-0.457794	
-0.289185	-0.413544	-0.455444	-0.457001	
-0.296356	-0.413025	-0.458008	-0.458710	
-0.296722	-0.413940	-0.456421	-0.455902	
-0.289459	-0.412201	-0.457642	-0.458588	
-0.289429	-0.413483	-0.456573	-0.459106	
-0.296448	-0.412872	-0.456726	-0.460938	
-0.289215	-0.412842	-0.457947	-0.460358	
-0.289185	-0.413727	-0.456573	-0.457977	
-0.296448	-0.413361	-0.456268	-0.457916	
-0.296417	-0.412567	-0.455780	-0.458679	
-0.289185	-0.412079	-0.455841	-0.457275	
-0.295990	-0.412231	-0.456299	-0.456512	
-0.296112	-0.413361	-0.458160	-0.457062	
-0.296478	-0.411682	-0.456604	-0.458374	
-0.296631	-0.413666	-0.457275	-0.457153	
-0.296631	-0.412994	-0.457672	-0.457581	
-0.296387	-0.412689	-0.457092	-0.456177	
-0.296661	-0.411987	-0.456146	-0.456573	
-0.295959	-0.413025	-0.455566	-0.456085	
-0.296051	-0.412781	-0.456879	-0.459320	
-0.296844	-0.412689	-0.456207	-0.458160	
-0.296356	-0.412476	-0.455383	-0.456116	
-0.296356	-0.413300	-0.456482	-0.457092	
-0.296478	-0.412903	-0.456512	-0.456726	
-0.296539	-0.412781	-0.456818	-0.457947	
-0.295929	-0.412811	-0.456085	-0.456085	
-0.296082	-0.412292	-0.456207	-0.457336	
-0.296295	-0.412170	-0.455658	-0.457184	
-0.296234	-0.413147	-0.456909	-0.456970	
-0.296875	-0.412537	-0.455231	-0.456329	
-0.296448	-0.412567	-0.455994	-0.456787	
-0.296814	-0.412567	-0.456024	-0.456055	
-0.296875	-0.412720	-0.455292	-0.456848	
-0.296417	-0.412506	-0.456360	-0.456787	
-0.296692	-0.412231	-0.456390	-0.457184	
-0.296265	-0.412506	-0.456665	-0.457062	
-0.296143	-0.413269	-0.456238	-0.457306	
-0.296783	-0.412170	-0.456116	-0.457428	
-0.289185	-0.413086	-0.455994	-0.456940	
-0.296600	-0.413177	-0.456543	-0.458191	
-0.295807	-0.413025	-0.455322	-0.457062	
-0.296356	-0.412720	-0.456238	-0.457703	
-0.296661	-0.413422	-0.456146	-0.456757	
-0.296356	-0.412720	-0.456207	-0.459564	
-0.295898	-0.412567	-0.455750	-0.457367	
-0.296570	-0.411743	-0.455200	-0.457458	
-0.296631	-0.412933	-0.456512	-0.456329	
-0.296448	-0.412903	-0.456024	-0.457764	
-0.295929	-0.412079	-0.455597	-0.457458	
-0.296478	-0.413849	-0.456085	-0.457581	
-0.296051	-0.413025	-0.455292	-0.458588	
-0.296875	-0.412567	-0.455933	-0.456421	
-0.296600	-0.412842	-0.456146	-0.456573	
-0.296295	-0.412109	-0.456238	-0.456635	
-0.289886	-0.412903	-0.455414	-0.456146	
-0.289368	-0.412842	-0.455414	-0.456604	
-0.289307	-0.412872	-0.456390	-0.456238	
-0.289154	-0.412903	-0.455475	-0.457550	
-0.296722	-0.412964	-0.455292	-0.456696	
-0.296570	-0.412384	-0.455261	-0.456848	
-0.295837	-0.413147	-0.456146	-0.457031	
-0.296265	-0.411957	-0.456573	-0.457764	
-0.296326	-0.412109	-0.456543	-0.456177	
-0.295868	-0.413116	-0.456116	-0.457703	
-0.296539	-0.413086	-0.456421	-0.456329	
-0.295410	-0.413330	-0.455444	-0.456604	
-0.296814	-0.412109	-0.455566	-0.456818	
-0.295990	-0.412170	-0.456116	-0.457062	
-0.296356	-0.411713	-0.454926	-0.456940	
-0.296631	-0.412872	-0.455292	-0.456543	
-0.296631	-0.411987	-0.455841	-0.456055	
-0.296600	-0.412292	-0.454742	-0.455780	
-0.295654	-0.411835	-0.454865	-0.456024	
-0.295532	-0.411957	-0.454956	-0.456085	
-0.295624	-0.412506	-0.455963	-0.456757	
-0.295502	-0.411957	-0.455627	-0.456390	
-0.295837	-0.412018	-0.455383	-0.456482	
-0.296234	-0.411865	-0.455536	-0.455627	
-0.296417	-0.411957	-0.455780	-0.455719	
-0.295898	-0.412476	-0.455688	-0.456055	
-0.295502	-0.412018	-0.454987	-0.456390	
-0.296448	-0.412415	-0.455353	-0.456360	
-0.295441	-0.412262	-0.455475	-0.456696	
-0.295868	-0.411896	-0.455719	-0.456421	
-0.295654	-0.411743	-0.454834	-0.455963	
-0.296600	-0.411591	-0.456238	-0.456757	
-0.296021	-0.412262	-0.456116	-0.456543	
-0.296173	-0.412292	-0.455444	-0.456390	
-0.296539	-0.412201	-0.455414	-0.455994	
-0.295624	-0.411835	-0.454498	-0.455750	
-0.295715	-0.411041	-0.454559	-0.457001	
-0.295837	-0.411530	-0.454834	-0.455627	
-0.295105	-0.411896	-0.455811	-0.455597	
-0.295868	-0.411682	-0.455963	-0.455719	
-0.295990	-0.411530	-0.455811	-0.456177	
-0.295898	-0.411774	-0.454773	-0.457123	
-0.295563	-0.411591	-0.454590	-0.456360	
-0.295410	-0.411469	-0.455811	-0.456268	
-0.296021	-0.411713	-0.455353	-0.456482	
-0.295502	-0.412506	-0.455719	-0.457062	
-0.295746	-0.411774	-0.455872	-0.456940	
-0.295654	-0.411865	-0.454620	-0.456207	
-0.296082	-0.412292	-0.455261	-0.455688	
-0.295990	-0.411713	-0.454865	-0.455719	
-0.295502	-0.411530	-0.454926	-0.455872	
-0.295502	-0.411530	-0.454651	-0.457001	
-0.295441	-0.411804	-0.454956	-0.455750	
-0.295380	-0.412048	-0.455444	-0.456696	
-0.295135	-0.411896	-0.455353	-0.455902	
-0.295929	-0.411591	-0.455444	-0.457275	
-0.295868	-0.411682	-0.455017	-0.456879	
-0.295837	-0.411865	-0.455902	-0.455933	
-0.295258	-0.412109	-0.456573	-0.455933	
-0.296326	-0.411804	-0.455872	-0.456329	
-0.295715	-0.411987	-0.455231	-0.455261	
-0.295929	-0.412445	-0.454895	-0.455963	
-0.295563	-0.411743	-0.455200	-0.456177	
-0.296356	-0.411865	-0.455109	-0.455658	
-0.295380	-0.411713	-0.454956	-0.456268	
-0.295441	-0.411316	-0.454529	-0.456360	
-0.295013	-0.411438	-0.455536	-0.456177	
-0.296082	-0.411621	-0.454559	-0.455688	
-0.295959	-0.411865	-0.455292	-0.456207	
-0.296265	-0.412323	-0.454956	-0.456238	
-0.295349	-0.411530	-0.454559	-0.455841	
-0.294891	-0.412384	-0.454620	-0.455688	
-0.295441	-0.412170	-0.455292	-0.455353	
-0.294983	-0.411774	-0.455536	-0.455383	
-0.296570	-0.410797	-0.454712	-0.455688	
-0.295288	-0.412354	-0.454285	-0.455566	
-0.295685	-0.411316	-0.454834	-0.455994	
-0.295837	-0.412537	-0.455139	-0.455933	
-0.295898	-0.411407	-0.454590	-0.455597	
-0.295715	-0.411713	-0.454620	-0.455414	
-0.296570	-0.411469	-0.454956	-0.455353	
-0.295868	-0.412323	-0.454224	-0.456116	
-0.296509	-0.412170	-0.454742	-0.456207	
-0.295807	-0.411926	-0.454895	-0.455292	
-0.295532	-0.411621	-0.454956	-0.455933	
-0.295929	-0.411743	-0.454926	-0.456329	
-0.295288	-0.412292	-0.454956	-0.455780	
-0.295135	-0.411499	-0.454407	-0.455536	
-0.295654	-0.411102	-0.455475	-0.455444	
-0.294952	-0.411469	-0.455139	-0.455780	
-0.295898	-0.410400	-0.455933	-0.454987	
-0.294006	-0.411285	-0.454437	-0.455627	
-0.295258	-0.411224	-0.454529	-0.455536	
-0.294769	-0.411133	-0.454834	-0.455536	
-0.295502	-0.411316	-0.454712	-0.455811	
-0.295227	-0.410858	-0.455231	-0.455688	
-0.294525	-0.412323	-0.455048	-0.454620	
-0.295441	-0.411224	-0.454437	-0.455566	
-0.294556	-0.411682	-0.454651	-0.456329	
-0.295807	-0.411682	-0.455170	-0.455719	
-0.295319	-0.411987	-0.455231	-0.456390	
-0.294922	-0.411926	-0.454742	-0.455658	
-0.295197	-0.411377	-0.454926	-0.455963	
-0.295227	-0.411377	-0.454285	-0.455109	
-0.295258	-0.411255	-0.455597	-0.455536	
-0.295746	-0.411316	-0.454285	-0.455719	
-0.295074	-0.411896	-0.455444	-0.455750	
-0.296265	-0.411591	-0.454865	-0.455322	
-0.295380	-0.411041	-0.454651	-0.456116	
-0.294952	-0.411407	-0.454346	-0.455017	
-0.295471	-0.411560	-0.454834	-0.455414	
-0.295227	-0.411072	-0.454987	-0.455963	
-0.294983	-0.411469	-0.454529	-0.455688	
-0.294830	-0.412323	-0.455444	-0.454865	
-0.296173	-0.412109	-0.455902	-0.456268	
-0.295319	-0.411469	-0.453857	-0.455688	
-0.295013	-0.411743	-0.455231	-0.455811	
-0.295685	-0.411682	-0.455078	-0.456390	
-0.295563	-0.411102	-0.455231	-0.455872	
-0.295197	-0.411133	-0.455170	-0.455872	
-0.294983	-0.411987	-0.454346	-0.455444	
-0.296173	-0.411713	-0.454254	-0.455627	
-0.295563	-0.411621	-0.454224	-0.455566	
-0.295685	-0.412354	-0.454865	-0.455170	
-0.295624	-0.411224	-0.454742	-0.455872	
-0.295380	-0.410919	-0.455048	-0.455872	
-0.296021	-0.411224	-0.454498	-0.455902	
-0.295410	-0.411194	-0.454468	-0.455139	
-0.295135	-0.411591	-0.454529	-0.455963	
-0.295288	-0.411194	-0.454346	-0.455627	
-0.295074	-0.412018	-0.454926	-0.456512	
-0.294891	-0.411255	-0.454590	-0.455475	
-0.295044	-0.412323	-0.454468	-0.455231	
-0.295135	-0.412323	-0.454376	-0.455353	
-0.294556	-0.411011	-0.454956	-0.456055	
-0.295227	-0.411346	-0.454315	-0.455627	
-0.295135	-0.410950	-0.454742	-0.455658	
-0.295227	-0.411377	-0.454803	-0.456177	
-0.294861	-0.411407	-0.454315	-0.455627	
-0.295166	-0.411041	-0.454041	-0.455750	
-0.294525	-0.411804	-0.454041	-0.455688	
-0.296478	-0.411469	-0.453583	-0.455078	
-0.295990	-0.411621	-0.455017	-0.455505	
