0.000000e+00	0.000000e+00	0.000000e+00
1.464844e+00	1.640390e-02	-1.302012e-02
2.929688e+00	1.927927e-02	-2.162125e-02
4.394531e+00	-2.406985e-02	9.372476e-04
5.859375e+00	3.054123e-02	4.238475e-03
7.324219e+00	7.424356e-03	-4.181161e-03
8.789062e+00	1.082670e-02	-1.943281e-03
1.025391e+01	1.727073e-02	-9.050124e-03
1.171875e+01	1.797951e-02	4.393408e-03
1.318359e+01	2.392925e-02	-5.987654e-03
1.464844e+01	3.746531e-02	4.649774e-03
1.611328e+01	3.622719e-02	-8.135447e-03
1.757812e+01	8.334885e-03	7.935773e-02
1.904297e+01	1.844383e-02	5.472105e-02
2.050781e+01	2.009448e-02	7.121368e-03
2.197266e+01	3.693362e-02	2.227018e-02
2.343750e+01	2.550154e-02	6.787018e-03
2.490234e+01	2.870678e-02	1.733135e-03
2.636719e+01	3.641166e-02	2.984680e-02
2.783203e+01	4.808428e-02	9.830235e-03
2.929688e+01	4.939186e-02	8.611660e-03
3.076172e+01	6.443861e-02	8.198726e-03
3.222656e+01	5.250575e-02	-2.174039e-02
3.369141e+01	7.692731e-02	1.382112e-02
3.515625e+01	8.048267e-02	-4.589995e-03
3.662109e+01	7.243513e-02	1.187216e-03
3.808594e+01	9.316778e-02	1.276554e-03
3.955078e+01	7.142570e-02	6.943786e-03
4.101562e+01	1.082827e-01	-2.233869e-02
4.248047e+01	1.363018e-01	9.207151e-03
4.394531e+01	1.588790e-01	9.223499e-03
4.541016e+01	1.958904e-01	3.037085e-03
4.687500e+01	2.989971e-01	-1.464805e-02
4.833984e+01	6.146395e-01	1.434583e-02
4.980469e+01	5.893181e+00	1.250151e-01
5.126953e+01	-8.355809e-01	-1.008025e-03
5.273438e+01	-4.058941e-01	-2.405451e-02
5.419922e+01	-2.818121e-01	5.583969e-04
5.566406e+01	-2.146816e-01	-2.229577e-02
5.712891e+01	-1.845560e-01	-2.255427e-02
5.859375e+01	-1.404054e-01	4.745202e-03
