3900.000000	0.707812	0.626570	4.521998
3901.000000	0.304258	0.323304	2.196749
3902.000000	0.347340	0.335531	1.795160
3903.000000	0.316401	0.341008	1.583206
3904.000000	0.308684	0.373466	1.541789
3905.000000	0.309274	0.330236	1.553474
3906.000000	0.293017	0.301336	1.739779
3907.000000	0.310875	0.285172	1.539778
3908.000000	0.297016	0.330706	1.072331
3909.000000	0.364334	0.377362	1.291344
3910.000000	0.317482	0.277500	1.902527
3911.000000	0.314194	0.380365	1.057062
3912.000000	0.304483	0.320727	1.415872
3913.000000	0.331747	0.340104	1.478483
3914.000000	0.342538	0.338564	1.261483
3915.000000	0.297281	0.329000	1.351128
3916.000000	0.340156	0.345044	1.493065
3917.000000	0.295211	0.351193	1.028039
3918.000000	0.268990	0.273023	1.262662
3919.000000	0.310186	0.298521	1.013521
3920.000000	0.343923	0.322044	2.191019
3921.000000	0.309464	0.335625	1.246930
3922.000000	0.306652	0.295607	1.574714
3923.000000	0.330263	0.286398	0.997512
3924.000000	0.311098	0.302398	1.125055
3925.000000	0.302758	0.319163	2.198737
3926.000000	0.326658	0.378507	0.979000
3927.000000	0.326329	0.322311	2.183068
3928.000000	0.314921	0.321249	1.379827
3929.000000	0.297481	0.299399	1.220039
3930.000000	0.289616	0.266235	1.782411
3931.000000	0.309108	0.310077	1.359253
3932.000000	0.378453	0.399011	1.400077
3933.000000	0.335603	0.369812	1.480552
3934.000000	0.302518	0.297233	0.890676
3935.000000	0.311482	0.322130	2.141243
3936.000000	0.309714	0.324313	1.167139
3937.000000	0.326329	0.306968	1.421926
3938.000000	0.294895	0.316218	1.573371
3939.000000	0.327673	0.486808	1.709834
3940.000000	0.333105	0.320893	1.717588
3941.000000	0.311105	0.312748	1.504606
3942.000000	0.287420	0.275376	4.331364
3943.000000	0.303456	0.305234	0.963953
3944.000000	0.319151	0.310705	1.126761
3945.000000	0.294513	0.310432	1.742004
3946.000000	0.329959	0.321715	1.579152
3947.000000	0.322368	0.366468	2.170266
3948.000000	0.304075	0.314643	1.213728
3949.000000	0.321897	0.327772	1.564174
3950.000000	0.302500	0.290273	2.228887
3951.000000	0.353518	0.384006	1.517602
3952.000000	0.317221	0.284201	1.741137
3953.000000	0.275059	0.257492	0.876893
3954.000000	0.309373	0.256364	1.294648
3955.000000	0.268439	0.303614	1.018872
3956.000000	0.307782	0.330790	1.583571
3957.000000	0.302270	0.294491	1.312335
3958.000000	0.341881	0.340986	1.067925
3959.000000	0.323951	0.346433	1.052199
3960.000000	0.325179	0.330310	1.494736
3961.000000	0.291515	0.258795	2.704515
3962.000000	0.313390	0.292430	1.520508
3963.000000	0.310418	0.372725	1.438799
3964.000000	0.333665	0.314505	1.051781
3965.000000	0.385115	0.327393	1.774889
3966.000000	90.657142	88.614046	306.065557
3967.000000	224.359455	249.101778	708.700059
3968.000000	30.806517	29.365933	127.758752
3969.000000	11.396077	10.574153	41.897138
3970.000000	4.340200	4.349943	24.094574
3971.000000	3.085240	3.377292	12.241196
3972.000000	2.413464	2.422912	17.379075
3973.000000	2.309523	2.350507	10.256791
3974.000000	2.173042	1.863973	7.768605
3975.000000	2.053052	2.233501	12.174713
3976.000000	2.042330	2.232811	8.794920
3977.000000	1.777012	1.864118	10.674097
3978.000000	1.967151	2.162538	5.832223
3979.000000	2.248247	2.329832	11.016315
3980.000000	2.203051	2.038028	10.441119
