


# Weaker magnets
5.0	1.40063518638	9996.094	1541.68520905	9528.809	8.80572378708	10519.04	5.94012481181
5.001	1.48494285653	9994.629	1515.20472252	9546.387	7.85504366121	10533.69	8.11428832175
5.002	1.35264694578	10000.49	1445.98527056	9452.637	12.5584126426	10470.7	5.7387510204
5.003	1.62913966851	9999.023	1690.31152006	9502.441	8.48226743761	10532.23	12.6295169945
5.004	1.57874453206	9997.559	1540.5096934	9536.133	6.52418661096	10539.55	11.8916637464
5.005	1.29838877253	9997.559	1527.9699337	9525.879	9.61699722202	10527.83	6.21302973309
5.006	1.54095349916	9996.094	1784.24726419	9464.355	11.3187272994	10529.3	11.398924576
5.007	1.45297546235	9994.629	1501.80092797	9505.371	8.6470832082	10486.82	8.98905135936
5.008	1.6197675378	10000.49	1704.5758519	9512.695	6.85305788739	10489.75	9.31768188459
5.009	1.39443892882	9999.023	1810.11771513	9500.977	9.43959170141	10529.3	9.84804137898
5.01	1.6633044802	9997.559	1612.70573445	9459.961	11.9832621085	10491.21	11.3278432858
5.011	1.47859134036	9997.559	1688.04822505	9549.316	10.3116572026	10535.16	13.9686258991
5.012	1.40424644473	9996.094	1704.60816029	9530.273	10.3795333803	10457.52	9.95521151233
5.013	1.46637943839	9994.629	1590.27925164	9454.102	5.05780067773	10497.07	10.4562937284
5.014	1.57216578692	9994.629	1767.55365243	9462.891	8.65492444463	10480.96	11.4987379798
5.015	1.39072387626	9999.023	1984.1695926	9517.09	9.79143845935	10458.98	11.9972093269
5.016	1.48552737542	9999.023	1734.70462706	9493.652	14.1862004007	10545.41	8.67662964351
5.017	1.52787158028	9997.559	1947.26225925	9544.922	12.2529558444	10524.9	10.3187541552
5.018	1.75853517398	9996.094	1937.87508756	9518.555	8.67614276156	10521.97	14.3508097784
5.019	1.73617197904	9996.094	2116.72528966	9511.23	9.78724641317	10458.98	8.73948290036
5.02	1.59826511817	9994.629	2237.35802225	9506.836	13.9103210929	10504.39	11.4101083419
5.021	1.71138266533	9999.023	2047.57839142	9527.344	10.4894946192	10507.32	11.0649628016
5.022	1.60696146112	9999.023	1982.64102798	9528.809	11.1226858811	10543.95	8.08880294865
5.023	2.08549950881	9997.559	1981.59197399	9492.188	7.64781465316	10523.44	13.2333388192
5.024	1.54379741486	9996.094	1978.52313714	9480.469	12.3219697161	10478.03	9.29202280595
5.025	1.57095948829	9996.094	1934.00988904	9457.031	8.72377714472	10536.62	11.1209248857
