


# Same as above, zero offset
3.9	0.00174831783358	10044.43	0.00807608791699	9544.922	0.00877257873805	10521.97	0.0106280674635
3.901	0.00175304620831	10003.42	0.0077307926187	9541.992	0.0104913677011	10491.21	0.00867933646444
3.902	0.00218880685778	10044.43	0.0178785728307	9525.879	0.0127258114944	10476.56	0.00962999498053
3.903	0.00200137421875	10045.9	0.00915026884589	9467.285	0.0143813516217	10495.61	0.0109553679377
3.904	0.00195567867809	10042.97	0.0138489107442	9522.949	0.00998914143223	10504.39	0.0113553481415
3.905	0.00222643038906	10045.9	0.00873701359563	9511.23	0.0163168304428	10549.8	0.00614020322623
3.906	0.00237390031412	10045.9	0.0165233356806	9468.75	0.0161350234227	10463.38	0.0117393542668
3.907	0.00268742578188	10045.9	0.0181784793338	9546.387	0.0176280927521	10539.55	0.0139952045195
3.908	0.00402832662892	10047.36	0.018857897164	9515.625	0.0287497883864	10533.69	0.0219386893913
3.909	0.00488410665229	10045.9	0.0243059432847	9546.387	0.0232307831336	10505.86	0.0295894648185
3.91	0.00312800191808	10004.88	0.0135430435012	9508.301	0.0229981144591	10519.04	0.0250824496363
3.911	0.00364636036186	10021.0	0.017565810197	9547.852	0.0243744587078	10489.75	0.0367840683627
3.912	0.0031344261646	10044.43	0.0225599501201	9467.285	0.0149854867171	10451.66	0.0153834304293
3.913	0.00345905910721	10007.81	0.00999513820962	9471.68	0.0217818558324	10513.18	0.0148584949347
3.914	0.00373916164735	10047.36	0.0183870523834	9477.539	0.0219537947822	10516.11	0.0224318241198
3.915	0.00348931067161	9984.375	0.0211940500393	9503.906	0.034347218103	10478.03	0.0246794784029
3.916	0.0032448222703	9979.98	0.0148510132095	9514.16	0.0173089211468	10483.89	0.0234793837755
3.917	0.00279658488327	10048.83	0.0159273226176	9496.582	0.0175676817696	10495.61	0.0202075292999
3.918	0.00172471366472	10044.43	0.0114255832039	9479.004	0.0132071273114	10458.98	0.0119190159886
3.919	0.0017846596384	10022.46	0.00725925644389	9543.457	0.0117698097586	10549.8	0.0149790997637
3.92	0.00181398057354	10045.9	0.0133604349937	9546.387	0.00848190157111	10466.31	0.0150250792757
3.921	0.00224016802071	10006.35	0.0110766079884	9486.328	0.0171957223741	10543.95	0.0175058933856
3.922	0.00201212093866	9990.234	0.0140099729784	9465.82	0.0171823353496	10469.24	0.0114415327717
3.923	0.00225334248238	10038.57	0.00826049543764	9520.02	0.0243089051072	10536.62	0.0120370876346
3.924	0.00203874884919	9999.023	0.00773201846745	9546.387	0.0138662457334	10508.79	0.0148128647236
3.925	0.00228864741592	9966.797	0.0173359133606	9546.387	0.0133240077317	10470.7	0.0246191773581
3.926	0.00185577389166	9962.402	0.0144958968538	9514.16	0.0127625381374	10472.17	0.0165168337908
3.927	0.00205513814327	10035.64	0.00968097036941	9454.102	0.0188648708153	10473.63	0.0107818016591
3.928	0.00227321584683	9963.867	0.0120251449254	9462.891	0.0164905157663	10523.44	0.00824039314223
3.929	0.00247145447848	10045.9	0.014097288034	9509.766	0.00959438169222	10546.88	0.0210640636769
3.93	0.00216191400672	9966.797	0.0102551263597	9541.992	0.0123671994865	10539.55	0.010240386877
3.931	0.00237404837841	9999.023	0.0180167704238	9492.188	0.0259282073404	10514.65	0.0116434144077
3.932	0.00285024689546	10045.9	0.012737622411	9498.047	0.0231506846799	10469.24	0.0239540411216
3.933	0.00302795167011	9997.559	0.0118843122527	9520.02	0.0158821167792	10533.69	0.0181943168333
3.934	0.00335183585195	10009.28	0.0195299492326	9489.258	0.0234170451432	10520.51	0.0143228597276
3.935	0.00319155844826	10047.36	0.0146157299535	9502.441	0.0213710900366	10494.14	0.0315401812059
