3900.0	-1.54843955E-02

3934.69387755	-2.10957972E-02

3969.3877551	-2.64018785E-02

4004.08163265	-2.67621599E-02

4038.7755102	-2.61588693E-02

4073.46938776	-2.55716338E-02

4108.16326531	-2.51534392E-02

4142.85714286	-2.49259534E-02

4177.55102041	-2.48592996E-02

4212.24489796	-2.50266747E-02

4246.93877551	-2.53901871E-02

4281.63265306	-2.57842604E-02

4316.32653061	-2.60508951E-02

4351.02040816	-2.62542595E-02

4385.71428571	-2.64078838E-02

4420.40816327	-2.65989103E-02

4455.10204082	-2.68573815E-02

4489.79591837	-2.69968888E-02

4524.48979592	-2.68648062E-02

4559.18367347	-2.65243522E-02

4593.87755102	-2.60072478E-02

4628.57142857	-2.53207494E-02

4663.26530612	-2.46955089E-02

4697.95918367	-2.41213727E-02

4732.65306122	-2.36628850E-02

4767.34693878	-2.33223435E-02

4802.04081633	-2.31673354E-02

4836.73469388	-2.31894085E-02

4871.42857143	-2.33472524E-02

4906.12244898	-2.35423138E-02

4940.81632653	-2.38012678E-02

4975.51020408	-2.40800199E-02

5010.20408163	-2.43659699E-02

5044.89795918	-2.47255447E-02

5079.59183673	-2.50657330E-02

5114.28571429	-2.53573544E-02

5148.97959184	-2.54777604E-02

5183.67346939	-2.54247050E-02

5218.36734694	-2.51698960E-02

5253.06122449	-2.47232373E-02

5287.75510204	-2.42367554E-02

5322.44897959	-2.37751338E-02

5357.14285714	-2.33569878E-02

5391.83673469	-2.29318059E-02

5426.53061224	-2.25021647E-02

5461.2244898	-2.21460414E-02

5495.91836735	-2.18740917E-02

5530.6122449	-2.17262490E-02

5565.30612245	-2.17537376E-02

5600.0	-2.19620863E-02
1000.0	-2.55737857E-02

1036.73469388	-3.46701256E-02

1073.46938776	-4.49172754E-02

1110.20408163	-4.60131761E-02

1146.93877551	-4.66749018E-02

1183.67346939	-4.74427284E-02

1220.40816327	-4.80715857E-02

1257.14285714	-4.83490253E-02

1293.87755102	-4.85289164E-02

1330.6122449	-4.81955955E-02

1367.34693878	-4.73160417E-02

1404.08163265	-4.58505391E-02

1440.81632653	-4.46955842E-02

1477.55102041	-4.34365992E-02

1514.28571429	-4.21833180E-02

1551.02040816	-4.11966165E-02

1587.75510204	-4.05109607E-02

1624.48979592	-4.02217180E-02

1661.2244898	-4.03005800E-02

1697.95918367	-4.07255771E-02

1734.69387755	-4.14333483E-02

1771.42857143	-4.22630583E-02

1808.16326531	-4.30210361E-02

1844.89795918	-4.35183682E-02

1881.63265306	-4.35878091E-02

1918.36734694	-4.32094246E-02

1955.10204082	-4.22942155E-02

1991.83673469	-4.08788353E-02

2028.57142857	-3.92253557E-02

2065.30612245	-3.76535284E-02

2102.04081633	-3.62212344E-02

2138.7755102	-3.51261535E-02

2175.51020408	-3.41187853E-02

2212.24489796	-3.34543180E-02

2248.97959184	-3.30632327E-02

2285.71428571	-3.31526727E-02

2322.44897959	-3.36951007E-02

2359.18367347	-3.45018852E-02

2395.91836735	-3.54750758E-02

2432.65306122	-3.64745461E-02

2469.3877551	-3.71682618E-02

2506.12244898	-3.74727979E-02

2542.85714286	-3.73295085E-02

2579.59183673	-3.67187966E-02

2616.32653061	-3.56787739E-02

2653.06122449	-3.43157069E-02

2689.79591837	-3.28512705E-02

2726.53061224	-3.15318670E-02

2763.26530612	-3.02717801E-02

2800.0	-2.91542307E-02

