_d	0.000000	234398.983751
_d	0.000605	75799.848401
_d	0.001211	71335.983311
_d	0.001816	60990.583832
_d	0.002421	37269.286282
_d	0.003027	39893.859410
_d	0.003632	32498.929821
_d	0.004237	11194.819877
_d	0.004843	9918.840885
_d	0.005448	10404.792408
_d	0.006053	13911.278468
_d	0.006659	8589.755352
_d	0.007264	17021.287644
_d	0.007869	17239.479552
_d	0.008475	19426.787463
_d	0.009080	26512.666481
_d	0.009685	10344.102291
_d	0.010291	17180.999602
_d	0.010896	8908.469803
_d	0.011501	9464.085883
_d	0.012107	4719.897101
_d	0.012712	5690.093561
_d	0.013317	10207.389169
_d	0.013923	7577.260403
_d	0.014528	8555.908310
_d	0.015133	4626.825630
_d	0.015738	5071.669250
_d	0.016344	5446.363505
_d	0.016949	977.995428
_d	0.017554	2206.317631
_d	0.018160	3302.331713
_d	0.018765	5259.723702
_d	0.019370	6469.600345
_d	0.019976	6591.390537
_d	0.020581	9778.858615
_d	0.021186	11443.122192
_d	0.021792	10360.167021
_d	0.022397	12043.146818
_d	0.023002	7586.949615
_d	0.023608	10017.775505
_d	0.024213	2906.680473
_d	0.024818	8385.662161
_d	0.025424	1499.161608
_d	0.026029	1455.408085
_d	0.026634	2388.656048
_d	0.027240	1513.878901
_d	0.027845	3598.080720
_d	0.028450	2958.405361
_d	0.029056	5566.483084
_d	0.029661	3281.646497
_d	0.030266	7250.971750
_d	0.030872	6068.838123
_d	0.031477	5439.563469
_d	0.032082	8679.517183
_d	0.032688	3557.087320
_d	0.033293	5503.297459
_d	0.033898	6948.444409
_d	0.034504	4630.981472
_d	0.035109	5639.023857
_d	0.035714	2910.028840
_d	0.036320	4738.299416
_d	0.036925	4068.767639
_d	0.037530	4957.431403
_d	0.038136	2376.091991
_d	0.038741	1613.712686
_d	0.039346	2292.228316
_d	0.039952	2720.867044
_d	0.040557	3219.345661
_d	0.041162	3681.772966
_d	0.041768	2977.988420
_d	0.042373	2160.896443
_d	0.042978	3113.433255
_d	0.043584	1781.347541
_d	0.044189	903.216652
_d	0.044794	2903.147341
_d	0.045400	1405.567335
_d	0.046005	5250.238650
_d	0.046610	2106.260084
_d	0.047215	5294.364111
_d	0.047821	3387.546648
_d	0.048426	4781.018229
_d	0.049031	7109.717075
_d	0.049637	6497.407761
_d	0.050242	6659.190714
_d	0.050847	3516.412009
_d	0.051453	3163.681591
_d	0.052058	2639.149006
_d	0.052663	3454.536482
_d	0.053269	2300.931920
_d	0.053874	3253.507599
_d	0.054479	1658.631122
_d	0.055085	2882.631170
_d	0.055690	2335.458645
_d	0.056295	5067.875972
_d	0.056901	2619.245914
_d	0.057506	5305.334687
_d	0.058111	2836.164192
_d	0.058717	3087.515030
_d	0.059322	4343.799916
_d	0.059927	1392.350526
_d	0.060533	3547.461096
_d	0.061138	4803.010606
_d	0.061743	2344.092092
_d	0.062349	3296.019692
_d	0.062954	4471.889463
_d	0.063559	3494.637937
_d	0.064165	3651.422593
_d	0.064770	931.839257
_d	0.065375	1803.264851
_d	0.065981	2538.516089
_d	0.066586	1652.704059
_d	0.067191	1893.569199
_d	0.067797	2637.777783
_d	0.068402	1574.216356
_d	0.069007	4033.972606
_d	0.069613	3996.574617
_d	0.070218	2913.067148
_d	0.070823	2820.529040
_d	0.071429	5282.739401
_d	0.072034	2551.367079
_d	0.072639	2303.784812
_d	0.073245	1900.166192
_d	0.073850	3585.253526
_d	0.074455	2108.263447
_d	0.075061	3965.901755
_d	0.075666	2199.939250
_d	0.076271	1055.514741
_d	0.076877	1688.444030
_d	0.077482	2454.991740
_d	0.078087	1232.779156
_d	0.078692	1586.650358
_d	0.079298	2435.710170
_d	0.079903	7080.602860
_d	0.080508	4483.348214
_d	0.081114	7651.219855
_d	0.081719	5900.297723
_d	0.082324	5221.458653
_d	0.082930	8246.765966
_d	0.083535	6231.785367
_d	0.084140	5452.193068
_d	0.084746	6141.317865
_d	0.085351	3437.035649
_d	0.085956	5187.390199
_d	0.086562	3496.409093
_d	0.087167	4963.212269
_d	0.087772	3566.889332
_d	0.088378	4950.335952
_d	0.088983	5672.031693
_d	0.089588	4291.886614
_d	0.090194	6907.986391
_d	0.090799	4813.651554
_d	0.091404	4895.572130
_d	0.092010	5319.252717
_d	0.092615	4230.579059
_d	0.093220	3864.468157
_d	0.093826	5988.519491
_d	0.094431	1285.505301
_d	0.095036	3204.079713
_d	0.095642	1888.955942
_d	0.096247	4626.469895
_d	0.096852	3074.603030
_d	0.097458	3334.431600
_d	0.098063	2148.811528
_d	0.098668	4735.629820
_d	0.099274	5291.855097
_d	0.099879	4333.653870
