_d	0.100484	4024.768227
_d	0.101090	5909.250547
_d	0.101695	2796.286187
_d	0.102300	2845.194078
_d	0.102906	3170.242388
_d	0.103511	1872.141055
_d	0.104116	4831.625790
_d	0.104722	2823.908136
_d	0.105327	3429.000382
_d	0.105932	1083.997200
_d	0.106538	3902.769244
_d	0.107143	434.184693
_d	0.107748	4164.841299
_d	0.108354	1568.606906
_d	0.108959	1719.260780
_d	0.109564	3916.533297
_d	0.110169	2617.390718
_d	0.110775	2919.445047
_d	0.111380	4218.036814
_d	0.111985	2968.516236
_d	0.112591	3297.959760
_d	0.113196	1870.539418
_d	0.113801	2027.615688
_d	0.114407	1454.413929
_d	0.115012	460.214256
_d	0.115617	1775.005172
_d	0.116223	4039.882110
_d	0.116828	1328.680826
_d	0.117433	5411.303151
_d	0.118039	2442.565901
_d	0.118644	275.452644
_d	0.119249	965.110474
_d	0.119855	1188.064615
_d	0.120460	3364.285401
_d	0.121065	7191.261162
_d	0.121671	7393.406909
_d	0.122276	4516.910497
_d	0.122881	4669.233575
_d	0.123487	2714.426980
_d	0.124092	6545.193735
_d	0.124697	2557.995871
_d	0.125303	1383.822428
_d	0.125908	1448.086652
_d	0.126513	4038.154635
_d	0.127119	4263.713360
_d	0.127724	1227.689186
_d	0.128329	5122.172186
_d	0.128935	4808.351521
_d	0.129540	2854.816741
_d	0.130145	8777.600544
_d	0.130751	5250.359013
_d	0.131356	7369.112308
_d	0.131961	3286.956253
_d	0.132567	3030.187317
_d	0.133172	4099.026169
_d	0.133777	1498.932084
_d	0.134383	497.471329
_d	0.134988	1600.729670
_d	0.135593	4495.878624
_d	0.136199	6145.001909
_d	0.136804	6403.564365
_d	0.137409	9263.469703
_d	0.138015	9262.986874
_d	0.138620	11397.386602
_d	0.139225	9130.147235
_d	0.139831	16138.921449
_d	0.140436	10834.200004
_d	0.141041	10146.852540
_d	0.141646	10871.230404
_d	0.142252	6930.605817
_d	0.142857	8176.766551
_d	0.143462	7914.464939
_d	0.144068	3039.830159
_d	0.144673	3300.635805
_d	0.145278	4944.708817
_d	0.145884	5116.008349
_d	0.146489	5537.472372
_d	0.147094	4556.580148
_d	0.147700	3180.213009
_d	0.148305	3459.950042
_d	0.148910	6015.641701
_d	0.149516	3206.892133
_d	0.150121	2100.009827
_d	0.150726	1664.256365
_d	0.151332	1936.639377
_d	0.151937	2585.655034
_d	0.152542	2654.637370
_d	0.153148	3808.978124
_d	0.153753	2561.272629
_d	0.154358	1896.770596
_d	0.154964	3794.017561
_d	0.155569	3146.682617
_d	0.156174	6934.845500
_d	0.156780	8034.226234
_d	0.157385	7871.607463
_d	0.157990	5436.192583
_d	0.158596	7081.812244
_d	0.159201	4040.570253
_d	0.159806	4224.874566
_d	0.160412	2819.300717
_d	0.161017	2628.123468
_d	0.161622	958.717706
_d	0.162228	864.350839
_d	0.162833	1109.306051
_d	0.163438	1077.353711
_d	0.164044	479.078271
_d	0.164649	672.411921
_d	0.165254	3287.281819
_d	0.165860	3683.602685
_d	0.166465	1707.607842
_d	0.167070	4305.099386
_d	0.167676	2146.352645
_d	0.168281	2535.956009
_d	0.168886	1846.426694
_d	0.169492	1390.584823
_d	0.170097	2797.211403
_d	0.170702	4063.063731
_d	0.171308	3395.147010
_d	0.171913	3214.843564
_d	0.172518	3092.914548
_d	0.173123	2891.911195
_d	0.173729	4338.020968
_d	0.174334	4322.532884
_d	0.174939	3225.892939
_d	0.175545	3510.747657
_d	0.176150	2916.756828
_d	0.176755	4593.140051
_d	0.177361	4989.766291
_d	0.177966	2791.178820
_d	0.178571	3327.297405
_d	0.179177	4468.078615
_d	0.179782	1794.230320
_d	0.180387	1102.769651
_d	0.180993	1703.785844
_d	0.181598	2007.844577
_d	0.182203	1288.302038
_d	0.182809	891.147498
_d	0.183414	3266.024974
_d	0.184019	2193.782767
_d	0.184625	2964.078010
_d	0.185230	2447.177265
_d	0.185835	3286.261515
_d	0.186441	1984.017125
_d	0.187046	1197.082836
_d	0.187651	1677.107075
_d	0.188257	2428.464613
_d	0.188862	2121.372882
_d	0.189467	6105.681450
_d	0.190073	2490.277831
_d	0.190678	4414.876631
_d	0.191283	3410.246052
_d	0.191889	2675.972196
_d	0.192494	736.201370
_d	0.193099	2521.215392
_d	0.193705	1380.463971
_d	0.194310	3353.904452
_d	0.194915	4852.877708
_d	0.195521	4600.935593
_d	0.196126	4197.339517
_d	0.196731	6015.889726
_d	0.197337	3700.017197
_d	0.197942	6921.466391
_d	0.198547	4326.132423
_d	0.199153	2933.197178
_d	0.199758	3100.810952
_d	0.200363	1310.770440
_d	0.200969	2766.320745
_d	0.201574	3214.353447
_d	0.202179	2092.075882
_d	0.202785	5005.412217
_d	0.203390	3894.631835
_d	0.203995	3293.857327
_d	0.204600	2536.286621
_d	0.205206	2107.103198
_d	0.205811	990.931236
_d	0.206416	866.007476
_d	0.207022	2175.447970
_d	0.207627	837.684072
_d	0.208232	4033.595698
_d	0.208838	3199.782071
_d	0.209443	2076.724729
_d	0.210048	4675.184705
_d	0.210654	4994.093402
_d	0.211259	7712.618990
_d	0.211864	6246.363690
_d	0.212470	6319.347268
_d	0.213075	5679.011550
_d	0.213680	4825.686520
_d	0.214286	5432.406846
_d	0.214891	2415.106066
_d	0.215496	2584.330481
_d	0.216102	5074.424194
_d	0.216707	4428.435880
_d	0.217312	5433.596134
_d	0.217918	4072.374171
_d	0.218523	4446.938863
_d	0.219128	5968.071859
_d	0.219734	6163.936466
_d	0.220339	6617.724127
_d	0.220944	3305.582409
_d	0.221550	5800.094183
_d	0.222155	5341.722356
_d	0.222760	4671.800573
_d	0.223366	6469.794110
_d	0.223971	3808.955312
_d	0.224576	4751.117386
_d	0.225182	2045.366923
_d	0.225787	2698.505225
_d	0.226392	2836.021845
_d	0.226998	1299.272060
_d	0.227603	1251.111458
_d	0.228208	2793.857851
_d	0.228814	2201.753316
_d	0.229419	397.897857
_d	0.230024	2513.790662
_d	0.230630	987.598529
_d	0.231235	1394.828491
_d	0.231840	2985.439745
_d	0.232446	2983.466186
_d	0.233051	2880.201148
_d	0.233656	2404.753841
_d	0.234262	3844.107202
_d	0.234867	1489.903970
_d	0.235472	4107.565223
_d	0.236077	3381.872135
_d	0.236683	3491.777386
_d	0.237288	4906.130020
_d	0.237893	6447.973292
_d	0.238499	4024.927466
_d	0.239104	2678.147013
_d	0.239709	5967.855276
_d	0.240315	3266.035955
_d	0.240920	2767.923127
_d	0.241525	3322.901288
_d	0.242131	3951.502871
_d	0.242736	2320.282463
_d	0.243341	5966.191625
_d	0.243947	3762.628526
_d	0.244552	7147.142696
_d	0.245157	4232.337417
_d	0.245763	6030.232990
_d	0.246368	2641.531309
_d	0.246973	6506.230410
_d	0.247579	7131.451069
_d	0.248184	6442.868492
_d	0.248789	4361.453563
_d	0.249395	4619.504224


